1722352551.388280 server started (32330): version 3.4, socket /private/tmp/tmux-501/default, protocol 8
1722352551.388346 on Darwin 23.5.0 Darwin Kernel Version 23.5.0: Wed May  1 20:16:51 PDT 2024; root:xnu-10063.121.3~5/RELEASE_ARM64_T8103
1722352551.388360 using libevent 2.1.12-stable select
1722352551.388374 using utf8proc 2.9.0
1722352551.388382 using ncurses 6.5 20240427
1722352551.419901 cmd_parse_build_commands 0:3 0:4 0:15 0:1: -F
1722352551.419905 cmd_parse_build_commands 0:3 0:4 0:15 0:2: #{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}
1722352551.419908 cmd_parse_build_commands 0:3 0:4 0:15 0:3: copy-mode -t=
1722352551.419912 cmd_parse_build_commands 0:3 0:4 0:15 1:0: send
1722352551.419915 cmd_parse_build_commands 0:3 0:4 0:15 1:1: -Xt=
1722352551.419919 cmd_parse_build_commands 0:3 0:4 0:15 1:2: search-backward
1722352551.419922 cmd_parse_build_commands 0:3 0:4 0:15 1:3: #{q:mouse_word}
1722352551.419926 cmd_parse_build_commands 0:3 0:4 0:16: #{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},}
1722352551.419929 cmd_parse_build_commands 0:3 0:4 0:17: C-y
1722352551.419933 cmd_parse_build_commands 0:3 0:4 0:18 0:0: copy-mode
1722352551.419936 cmd_parse_build_commands 0:3 0:4 0:18 0:1: -q
1722352551.419940 cmd_parse_build_commands 0:3 0:4 0:18 1:0: send-keys
1722352551.419943 cmd_parse_build_commands 0:3 0:4 0:18 1:1: -l
1722352551.419946 cmd_parse_build_commands 0:3 0:4 0:18 1:2: --
1722352551.419950 cmd_parse_build_commands 0:3 0:4 0:18 1:3: #{q:mouse_word}
1722352551.419953 cmd_parse_build_commands 0:3 0:4 0:19: #{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},}
1722352551.419957 cmd_parse_build_commands 0:3 0:4 0:20: c
1722352551.419960 cmd_parse_build_commands 0:3 0:4 0:21 0:0: copy-mode
1722352551.419963 cmd_parse_build_commands 0:3 0:4 0:21 0:1: -q
1722352551.419967 cmd_parse_build_commands 0:3 0:4 0:21 1:0: set-buffer
1722352551.419970 cmd_parse_build_commands 0:3 0:4 0:21 1:1: --
1722352551.419973 cmd_parse_build_commands 0:3 0:4 0:21 1:2: #{q:mouse_word}
1722352551.419977 cmd_parse_build_commands 0:3 0:4 0:22: #{?mouse_line,Copy Line,}
1722352551.419980 cmd_parse_build_commands 0:3 0:4 0:23: l
1722352551.419984 cmd_parse_build_commands 0:3 0:4 0:24 0:0: copy-mode
1722352551.419987 cmd_parse_build_commands 0:3 0:4 0:24 0:1: -q
1722352551.419991 cmd_parse_build_commands 0:3 0:4 0:24 1:0: set-buffer
1722352551.419994 cmd_parse_build_commands 0:3 0:4 0:24 1:1: --
1722352551.419997 cmd_parse_build_commands 0:3 0:4 0:24 1:2: #{q:mouse_line}
1722352551.420001 cmd_parse_build_commands 0:3 0:4 0:25: 
1722352551.420004 cmd_parse_build_commands 0:3 0:4 0:26: #{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}
1722352551.420008 cmd_parse_build_commands 0:3 0:4 0:27: C-h
1722352551.420011 cmd_parse_build_commands 0:3 0:4 0:28 0:0: copy-mode
1722352551.420015 cmd_parse_build_commands 0:3 0:4 0:28 0:1: -q
1722352551.420018 cmd_parse_build_commands 0:3 0:4 0:28 1:0: send-keys
1722352551.420021 cmd_parse_build_commands 0:3 0:4 0:28 1:1: -l
1722352551.420024 cmd_parse_build_commands 0:3 0:4 0:28 1:2: --
1722352551.420028 cmd_parse_build_commands 0:3 0:4 0:28 1:3: #{q:mouse_hyperlink}
1722352551.420031 cmd_parse_build_commands 0:3 0:4 0:29: #{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},}
1722352551.420035 cmd_parse_build_commands 0:3 0:4 0:30: h
1722352551.420038 cmd_parse_build_commands 0:3 0:4 0:31 0:0: copy-mode
1722352551.420046 cmd_parse_build_commands 0:3 0:4 0:31 0:1: -q
1722352551.420049 cmd_parse_build_commands 0:3 0:4 0:31 1:0: set-buffer
1722352551.420053 cmd_parse_build_commands 0:3 0:4 0:31 1:1: --
1722352551.420056 cmd_parse_build_commands 0:3 0:4 0:31 1:2: #{q:mouse_hyperlink}
1722352551.420060 cmd_parse_build_commands 0:3 0:4 0:32: 
1722352551.420063 cmd_parse_build_commands 0:3 0:4 0:33: Horizontal Split
1722352551.420067 cmd_parse_build_commands 0:3 0:4 0:34: h
1722352551.420070 cmd_parse_build_commands 0:3 0:4 0:35 0:0: split-window
1722352551.420074 cmd_parse_build_commands 0:3 0:4 0:35 0:1: -h
1722352551.420077 cmd_parse_build_commands 0:3 0:4 0:36: Vertical Split
1722352551.420081 cmd_parse_build_commands 0:3 0:4 0:37: v
1722352551.420084 cmd_parse_build_commands 0:3 0:4 0:38 0:0: split-window
1722352551.420088 cmd_parse_build_commands 0:3 0:4 0:38 0:1: -v
1722352551.420091 cmd_parse_build_commands 0:3 0:4 0:39: 
1722352551.420095 cmd_parse_build_commands 0:3 0:4 0:40: #{?#{>:#{window_panes},1},,-}Swap Up
1722352551.420098 cmd_parse_build_commands 0:3 0:4 0:41: u
1722352551.420102 cmd_parse_build_commands 0:3 0:4 0:42 0:0: swap-pane
1722352551.420105 cmd_parse_build_commands 0:3 0:4 0:42 0:1: -U
1722352551.420109 cmd_parse_build_commands 0:3 0:4 0:43: #{?#{>:#{window_panes},1},,-}Swap Down
1722352551.420112 cmd_parse_build_commands 0:3 0:4 0:44: d
1722352551.420115 cmd_parse_build_commands 0:3 0:4 0:45 0:0: swap-pane
1722352551.420119 cmd_parse_build_commands 0:3 0:4 0:45 0:1: -D
1722352551.420122 cmd_parse_build_commands 0:3 0:4 0:46: #{?pane_marked_set,,-}Swap Marked
1722352551.420125 cmd_parse_build_commands 0:3 0:4 0:47: s
1722352551.420129 cmd_parse_build_commands 0:3 0:4 0:48 0:0: swap-pane
1722352551.420132 cmd_parse_build_commands 0:3 0:4 0:49: 
1722352551.420136 cmd_parse_build_commands 0:3 0:4 0:50: Kill
1722352551.420139 cmd_parse_build_commands 0:3 0:4 0:51: X
1722352551.420143 cmd_parse_build_commands 0:3 0:4 0:52 0:0: kill-pane
1722352551.420146 cmd_parse_build_commands 0:3 0:4 0:53: Respawn
1722352551.420149 cmd_parse_build_commands 0:3 0:4 0:54: R
1722352551.420153 cmd_parse_build_commands 0:3 0:4 0:55 0:0: respawn-pane
1722352551.420156 cmd_parse_build_commands 0:3 0:4 0:55 0:1: -k
1722352551.420160 cmd_parse_build_commands 0:3 0:4 0:56: #{?pane_marked,Unmark,Mark}
1722352551.420163 cmd_parse_build_commands 0:3 0:4 0:57: m
1722352551.420167 cmd_parse_build_commands 0:3 0:4 0:58 0:0: select-pane
1722352551.420170 cmd_parse_build_commands 0:3 0:4 0:58 0:1: -m
1722352551.420174 cmd_parse_build_commands 0:3 0:4 0:59: #{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom}
1722352551.420177 cmd_parse_build_commands 0:3 0:4 0:60: z
1722352551.420180 cmd_parse_build_commands 0:3 0:4 0:61 0:0: resize-pane
1722352551.420184 cmd_parse_build_commands 0:3 0:4 0:61 0:1: -Z
1722352551.420188 cmd_parse_build_commands 0:0: if
1722352551.420192 cmd_parse_build_commands 0:1: -Ft=
1722352551.420196 cmd_parse_build_commands 0:2: #{||:#{mouse_any_flag},#{&&:#{pane_in_mode},#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}}}
1722352551.420200 cmd_parse_build_commands 0:3 0:0: select-pane
1722352551.420203 cmd_parse_build_commands 0:3 0:1: -t=
1722352551.420206 cmd_parse_build_commands 0:3 1:0: send
1722352551.420210 cmd_parse_build_commands 0:3 1:1: -M
1722352551.420213 cmd_parse_build_commands 0:4 0:0: display-menu
1722352551.420217 cmd_parse_build_commands 0:4 0:1: -t=
1722352551.420220 cmd_parse_build_commands 0:4 0:2: -xM
1722352551.420223 cmd_parse_build_commands 0:4 0:3: -yM
1722352551.420227 cmd_parse_build_commands 0:4 0:4: -T
1722352551.420230 cmd_parse_build_commands 0:4 0:5: #[align=centre]#{pane_index} (#{pane_id})
1722352551.420234 cmd_parse_build_commands 0:4 0:6: #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}
1722352551.420237 cmd_parse_build_commands 0:4 0:7: <
1722352551.420241 cmd_parse_build_commands 0:4 0:8 0:0: send
1722352551.420244 cmd_parse_build_commands 0:4 0:8 0:1: -X
1722352551.420248 cmd_parse_build_commands 0:4 0:8 0:2: history-top
1722352551.420256 cmd_parse_build_commands 0:4 0:9: #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,}
1722352551.420259 cmd_parse_build_commands 0:4 0:10: >
1722352551.420263 cmd_parse_build_commands 0:4 0:11 0:0: send
1722352551.420266 cmd_parse_build_commands 0:4 0:11 0:1: -X
1722352551.420270 cmd_parse_build_commands 0:4 0:11 0:2: history-bottom
1722352551.420273 cmd_parse_build_commands 0:4 0:12: 
1722352551.420277 cmd_parse_build_commands 0:4 0:13: #{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},}
1722352551.420280 cmd_parse_build_commands 0:4 0:14: C-r
1722352551.420284 cmd_parse_build_commands 0:4 0:15 0:0: if
1722352551.420287 cmd_parse_build_commands 0:4 0:15 0:1: -F
1722352551.420290 cmd_parse_build_commands 0:4 0:15 0:2: #{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}
1722352551.420294 cmd_parse_build_commands 0:4 0:15 0:3: copy-mode -t=
1722352551.420297 cmd_parse_build_commands 0:4 0:15 1:0: send
1722352551.420301 cmd_parse_build_commands 0:4 0:15 1:1: -Xt=
1722352551.420304 cmd_parse_build_commands 0:4 0:15 1:2: search-backward
1722352551.420307 cmd_parse_build_commands 0:4 0:15 1:3: #{q:mouse_word}
1722352551.420311 cmd_parse_build_commands 0:4 0:16: #{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},}
1722352551.420314 cmd_parse_build_commands 0:4 0:17: C-y
1722352551.420317 cmd_parse_build_commands 0:4 0:18 0:0: copy-mode
1722352551.420321 cmd_parse_build_commands 0:4 0:18 0:1: -q
1722352551.420324 cmd_parse_build_commands 0:4 0:18 1:0: send-keys
1722352551.420328 cmd_parse_build_commands 0:4 0:18 1:1: -l
1722352551.420331 cmd_parse_build_commands 0:4 0:18 1:2: --
1722352551.420334 cmd_parse_build_commands 0:4 0:18 1:3: #{q:mouse_word}
1722352551.420338 cmd_parse_build_commands 0:4 0:19: #{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},}
1722352551.420341 cmd_parse_build_commands 0:4 0:20: c
1722352551.420345 cmd_parse_build_commands 0:4 0:21 0:0: copy-mode
1722352551.420348 cmd_parse_build_commands 0:4 0:21 0:1: -q
1722352551.420351 cmd_parse_build_commands 0:4 0:21 1:0: set-buffer
1722352551.420355 cmd_parse_build_commands 0:4 0:21 1:1: --
1722352551.420358 cmd_parse_build_commands 0:4 0:21 1:2: #{q:mouse_word}
1722352551.420361 cmd_parse_build_commands 0:4 0:22: #{?mouse_line,Copy Line,}
1722352551.420365 cmd_parse_build_commands 0:4 0:23: l
1722352551.420368 cmd_parse_build_commands 0:4 0:24 0:0: copy-mode
1722352551.420372 cmd_parse_build_commands 0:4 0:24 0:1: -q
1722352551.420375 cmd_parse_build_commands 0:4 0:24 1:0: set-buffer
1722352551.420378 cmd_parse_build_commands 0:4 0:24 1:1: --
1722352551.420382 cmd_parse_build_commands 0:4 0:24 1:2: #{q:mouse_line}
1722352551.420385 cmd_parse_build_commands 0:4 0:25: 
1722352551.420389 cmd_parse_build_commands 0:4 0:26: #{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}
1722352551.420392 cmd_parse_build_commands 0:4 0:27: C-h
1722352551.420395 cmd_parse_build_commands 0:4 0:28 0:0: copy-mode
1722352551.420399 cmd_parse_build_commands 0:4 0:28 0:1: -q
1722352551.420402 cmd_parse_build_commands 0:4 0:28 1:0: send-keys
1722352551.420405 cmd_parse_build_commands 0:4 0:28 1:1: -l
1722352551.420408 cmd_parse_build_commands 0:4 0:28 1:2: --
1722352551.420412 cmd_parse_build_commands 0:4 0:28 1:3: #{q:mouse_hyperlink}
1722352551.420415 cmd_parse_build_commands 0:4 0:29: #{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},}
1722352551.420419 cmd_parse_build_commands 0:4 0:30: h
1722352551.420422 cmd_parse_build_commands 0:4 0:31 0:0: copy-mode
1722352551.420425 cmd_parse_build_commands 0:4 0:31 0:1: -q
1722352551.420428 cmd_parse_build_commands 0:4 0:31 1:0: set-buffer
1722352551.420432 cmd_parse_build_commands 0:4 0:31 1:1: --
1722352551.420435 cmd_parse_build_commands 0:4 0:31 1:2: #{q:mouse_hyperlink}
1722352551.420438 cmd_parse_build_commands 0:4 0:32: 
1722352551.420442 cmd_parse_build_commands 0:4 0:33: Horizontal Split
1722352551.420445 cmd_parse_build_commands 0:4 0:34: h
1722352551.420449 cmd_parse_build_commands 0:4 0:35 0:0: split-window
1722352551.420452 cmd_parse_build_commands 0:4 0:35 0:1: -h
1722352551.420461 cmd_parse_build_commands 0:4 0:36: Vertical Split
1722352551.420464 cmd_parse_build_commands 0:4 0:37: v
1722352551.420468 cmd_parse_build_commands 0:4 0:38 0:0: split-window
1722352551.420471 cmd_parse_build_commands 0:4 0:38 0:1: -v
1722352551.420475 cmd_parse_build_commands 0:4 0:39: 
1722352551.420478 cmd_parse_build_commands 0:4 0:40: #{?#{>:#{window_panes},1},,-}Swap Up
1722352551.420481 cmd_parse_build_commands 0:4 0:41: u
1722352551.420485 cmd_parse_build_commands 0:4 0:42 0:0: swap-pane
1722352551.420488 cmd_parse_build_commands 0:4 0:42 0:1: -U
1722352551.420492 cmd_parse_build_commands 0:4 0:43: #{?#{>:#{window_panes},1},,-}Swap Down
1722352551.420495 cmd_parse_build_commands 0:4 0:44: d
1722352551.420498 cmd_parse_build_commands 0:4 0:45 0:0: swap-pane
1722352551.420502 cmd_parse_build_commands 0:4 0:45 0:1: -D
1722352551.420505 cmd_parse_build_commands 0:4 0:46: #{?pane_marked_set,,-}Swap Marked
1722352551.420508 cmd_parse_build_commands 0:4 0:47: s
1722352551.420512 cmd_parse_build_commands 0:4 0:48 0:0: swap-pane
1722352551.420515 cmd_parse_build_commands 0:4 0:49: 
1722352551.420518 cmd_parse_build_commands 0:4 0:50: Kill
1722352551.420522 cmd_parse_build_commands 0:4 0:51: X
1722352551.420525 cmd_parse_build_commands 0:4 0:52 0:0: kill-pane
1722352551.420528 cmd_parse_build_commands 0:4 0:53: Respawn
1722352551.420532 cmd_parse_build_commands 0:4 0:54: R
1722352551.420535 cmd_parse_build_commands 0:4 0:55 0:0: respawn-pane
1722352551.420539 cmd_parse_build_commands 0:4 0:55 0:1: -k
1722352551.420542 cmd_parse_build_commands 0:4 0:56: #{?pane_marked,Unmark,Mark}
1722352551.420546 cmd_parse_build_commands 0:4 0:57: m
1722352551.420549 cmd_parse_build_commands 0:4 0:58 0:0: select-pane
1722352551.420553 cmd_parse_build_commands 0:4 0:58 0:1: -m
1722352551.420556 cmd_parse_build_commands 0:4 0:59: #{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom}
1722352551.420560 cmd_parse_build_commands 0:4 0:60: z
1722352551.420563 cmd_parse_build_commands 0:4 0:61 0:0: resize-pane
1722352551.420567 cmd_parse_build_commands 0:4 0:61 0:1: -Z
1722352551.420571 cmd_parse_build_commands 0:0: select-pane
1722352551.420575 cmd_parse_build_commands 0:1: -t=
1722352551.420578 cmd_parse_build_commands 1:0: send
1722352551.420581 cmd_parse_build_commands 1:1: -M
1722352551.420586 args_parse_flags: next -t=
1722352551.420589 args_parse_flag_argument: -t = =
1722352551.420593 args_parse: flags end at 2 of 2
1722352551.420598 args_parse_flags: next -M
1722352551.420601 args_parse_flags: -M
1722352551.420604 args_parse: flags end at 2 of 2
1722352551.420612 cmd_parse_build_commands: select-pane -t = ; send-keys -M
1722352551.420615 cmd_parse_build_commands 0:0: display-menu
1722352551.420619 cmd_parse_build_commands 0:1: -t=
1722352551.420622 cmd_parse_build_commands 0:2: -xM
1722352551.420625 cmd_parse_build_commands 0:3: -yM
1722352551.420628 cmd_parse_build_commands 0:4: -T
1722352551.420632 cmd_parse_build_commands 0:5: #[align=centre]#{pane_index} (#{pane_id})
1722352551.420636 cmd_parse_build_commands 0:6: #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}
1722352551.420639 cmd_parse_build_commands 0:7: <
1722352551.420643 cmd_parse_build_commands 0:8 0:0: send
1722352551.420646 cmd_parse_build_commands 0:8 0:1: -X
1722352551.420649 cmd_parse_build_commands 0:8 0:2: history-top
1722352551.420653 cmd_parse_build_commands 0:9: #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,}
1722352551.420656 cmd_parse_build_commands 0:10: >
1722352551.420660 cmd_parse_build_commands 0:11 0:0: send
1722352551.420663 cmd_parse_build_commands 0:11 0:1: -X
1722352551.420666 cmd_parse_build_commands 0:11 0:2: history-bottom
1722352551.420669 cmd_parse_build_commands 0:12: 
1722352551.420673 cmd_parse_build_commands 0:13: #{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},}
1722352551.420676 cmd_parse_build_commands 0:14: C-r
1722352551.420680 cmd_parse_build_commands 0:15 0:0: if
1722352551.420683 cmd_parse_build_commands 0:15 0:1: -F
1722352551.420687 cmd_parse_build_commands 0:15 0:2: #{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}
1722352551.420697 cmd_parse_build_commands 0:15 0:3: copy-mode -t=
1722352551.420701 cmd_parse_build_commands 0:15 1:0: send
1722352551.420704 cmd_parse_build_commands 0:15 1:1: -Xt=
1722352551.420708 cmd_parse_build_commands 0:15 1:2: search-backward
1722352551.420711 cmd_parse_build_commands 0:15 1:3: #{q:mouse_word}
1722352551.420714 cmd_parse_build_commands 0:16: #{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},}
1722352551.420718 cmd_parse_build_commands 0:17: C-y
1722352551.420721 cmd_parse_build_commands 0:18 0:0: copy-mode
1722352551.420724 cmd_parse_build_commands 0:18 0:1: -q
1722352551.420728 cmd_parse_build_commands 0:18 1:0: send-keys
1722352551.420741 cmd_parse_build_commands 0:18 1:1: -l
1722352551.420744 cmd_parse_build_commands 0:18 1:2: --
1722352551.420747 cmd_parse_build_commands 0:18 1:3: #{q:mouse_word}
1722352551.420751 cmd_parse_build_commands 0:19: #{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},}
1722352551.420754 cmd_parse_build_commands 0:20: c
1722352551.420758 cmd_parse_build_commands 0:21 0:0: copy-mode
1722352551.420761 cmd_parse_build_commands 0:21 0:1: -q
1722352551.420764 cmd_parse_build_commands 0:21 1:0: set-buffer
1722352551.420767 cmd_parse_build_commands 0:21 1:1: --
1722352551.420771 cmd_parse_build_commands 0:21 1:2: #{q:mouse_word}
1722352551.420774 cmd_parse_build_commands 0:22: #{?mouse_line,Copy Line,}
1722352551.420777 cmd_parse_build_commands 0:23: l
1722352551.420781 cmd_parse_build_commands 0:24 0:0: copy-mode
1722352551.420784 cmd_parse_build_commands 0:24 0:1: -q
1722352551.420787 cmd_parse_build_commands 0:24 1:0: set-buffer
1722352551.420790 cmd_parse_build_commands 0:24 1:1: --
1722352551.420794 cmd_parse_build_commands 0:24 1:2: #{q:mouse_line}
1722352551.420797 cmd_parse_build_commands 0:25: 
1722352551.420800 cmd_parse_build_commands 0:26: #{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}
1722352551.420804 cmd_parse_build_commands 0:27: C-h
1722352551.420807 cmd_parse_build_commands 0:28 0:0: copy-mode
1722352551.420810 cmd_parse_build_commands 0:28 0:1: -q
1722352551.420814 cmd_parse_build_commands 0:28 1:0: send-keys
1722352551.420817 cmd_parse_build_commands 0:28 1:1: -l
1722352551.420820 cmd_parse_build_commands 0:28 1:2: --
1722352551.420824 cmd_parse_build_commands 0:28 1:3: #{q:mouse_hyperlink}
1722352551.420827 cmd_parse_build_commands 0:29: #{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},}
1722352551.420830 cmd_parse_build_commands 0:30: h
1722352551.420834 cmd_parse_build_commands 0:31 0:0: copy-mode
